게시일자,게시물제목명,내용
2025-07-01,한일중비전그룹(TVG) 3차 회의,"2025년 6월 29일부터 30일까지, 일본 도쿄에서 열린 한일중비전그룹(Trilateral Visionary Group, TVG) 3차 회의에는 한국, 일본, 중국의 전직 정부 고위인사와 학자 등 14명이 참석하여 3국 간 정치, 경제, 사회문화 분야의 협력 방안을 논의하였습니다. 이번 회의는 불확실성과 확실성: 변화하는 세계 질서와 한중일 3국 협력의 미래, 한중일 경쟁과 협력: 도전요인과 기회요인, 공동체 의식 구축: 상호 인식과 3국 간 인적교류 등 세 가지 주제를 중심으로 심도 있는 논의가 이루어졌습니다. 회의에서 논의된 내용은 3국 정부에 전달되어 향후 정책 수립에 참고자료로 활용될 예정입니다.        "
2025-07-04,사우디아라비아 킹사우드대 총장 방한 초청,"사우디아라비아 최고 대학 킹사우드대학교의 압둘라 알 살만 총장이 7월 1일부터 3일까지 KF 초청으로 방한했습니다.방한 기간 동안 알 살만 총장은 서울대, KAIST, 네이버 등 산학협력 유관기관을 방문하고, 아산병원과 연수 프로그램 재개 및 AI를 활용한 차세대 의료 분야 협력에 대해 의견을 나누었습니다. 또한, 킹사우드대학 내 한국학 정규 강좌 신설에 대한 협력 방안도 논의하였습니다.알 살만 총장의 금번 방문은 한국과 사우디아라비아 간 교육, 산학협력, 문화교류 전반에 걸쳐 미래 협력 기반을 구축하는 계기가 되었습니다."
2025-08-01,2025 KF 공공외교캠프 개최,"KF는 7월 20일부터 24일까지 4박 5일간 서울 일대에서 2025 KF를 개최했습니다. 이번 캠프는 인도-태평양 국가 간 우호 증진을 도모하기 위해 개최되었으며, 한국, 일본, 호주, 뉴질랜드 등 인도-태평양 지역 주요 4개국 청년 16명이 참가했습니다.올해 캠프 주제는 문화예술 분야의 신규 공공외교 의제 및 사업 발굴로, 참가자들은 문화유산, 대중문화, 영화뉴미디어 등 3개팀으로 나뉘어 ▲공공외교 및 문화공공외교 관련 기조강연, ▲조별 관심 기관 방문, ▲전문가 멘토링(정책 아이디어 구체화), ▲한국 문화체험, ▲결과 발표(문화예술 분야 공공외교 정책 제안 및 신규 의제 공유) 등을 수행했습니다.기조강연으로는 김태환 국립외교원 명예교수가 공공외교 전반에 대해, 장상훈 국립민속박물관장이 문화공공외교에 대해 강연했습니다. 팀별 지도자(멘토)로는 문화유산팀에 김지현 유네스코 한국위원회 팀장, 대중문화팀에 김윤하 대중음악평론가, 영화뉴미디어팀에 제이슨 베셔베이스(Jason Bechervaise) 영화영화학자 등 전문가가 배정되어 조언을 제공했습니다."
2025-08-05,"미국, 유럽, 아시아태평양 지역 역사사회 교사 방한 초청","KF는 세계역사디지털교육재단(World History Digital Education Foundation, 이사장 한종우, 이하 WHDEF)을 지원해 미국 및 유럽, 아시아태평양 지역의 역사사회 중고교 교사 28명을 6월 30일(월)부터 7월 10일(목)까지 11일간 방한 초청했습니다.올해는 뉴욕, 펜실베니아, 텍사스 등 미국 12개 주 출신 교사 16명, 키프로스, 프랑스, 스웨덴, 체코, 슬로바키아, 덴마크, 네덜란드, 그리스 유럽 8개국과 필리핀, 뉴질랜드 아시아태평양 2개국 출신 교사 12명이 참가했습니다. 특히 이번 방한 일정에 ▲제니퍼 모건(Jennifer Morgan) 전미사회과교사협의회(National Council for the Social Studies, NCSS) 회장, ▲우테 아커만 보에로스(Ute Ackermann-Boeros) 유럽역사교육자협회(European Association of History Educators, EuroClio) 회장, ▲바실리키 사카(Vassiliki Sakka) 그리스역사교사협회 회장, ▲마리아 하마노소바(Maria Harmanosova) 슬로바키아역사협회 공동회장, ▲조나단 발사모(Jonathan Balsamo) 필리핀역사교사협회 사무총장, ▲브론윈 훌리스턴(Bronwyn Houliston) 뉴질랜드 前 역사교사협회 회장 등 각국 역사교육 분야 주요 인사들도 참여했습니다.참가자들은 DMZ, 전쟁기념관, 국립현충원, UN 평화기념관 등을 방문해 한국현대사에 대해 배우고, 포스코 포항제철소, 삼성전자, LG사이언스파크, 글로벌지식협력단지 등을 견학하며 한국 산업화와 경제 발전 과정을 살펴보았습니다."
2025-08-05,한-베 미래지향 교류사업,"KF는 7월 29일부터 8월 2일까지 도 반 찌엔 베트남 조국전선중앙위원장 일행을 한국으로 초청해 2025 한-베 미래지향 교류사업을 진행했습니다. 베트남 조국전선중앙위원회 최고위급으로 구성된 방한단은 국무총리, 국회부의장, 경기도의회 의장 등을 예방하고, 삼성이노베이션뮤지엄, 판교테크노밸리 등 한국의 과학기술 현장을 방문하며 교류를 이어갔습니다.                          "
2025-08-08,2025 KF-ASPI 포럼 개최,"KF는 7월 22일 미국 뉴욕에서 아시아소사이어티(Asia Society, ASPI)와 함께 2025 KF-ASPI을 공동 개최했습니다.이번 포럼은 KF가 2024년 한국 관련 행사 개최 등을 위해 아시아소사이어티 코리아프로그램 기금을 설치한 후 개최되는 첫 번째 행사입니다.이 행사는 총 2개의 공개세션으로 진행되었으며, 양국 전문가들은 ▲한미동맹의 현재와 향후 전망(U.S.-ROK Alliance in 2025 and Beyond), ▲지속 가능한 글로벌 파트너십: 인도-태평양 지역의 기회와 도전(Sustaining Global Partnership: Opportunities and Challenges in the Indo-Pacific Region)을 주제로 논의하였습니다."
2025-08-13,‘2025 KF-경주시 찾아가는 공공외교 아카데미’ 개최,"KF는 8월 12일 경주시청과 협력해 2025 KF-경주시 찾아가는 공공외교 아카데미를 개최했습니다.경주 아시아태평양경제협력체(이하 APEC) 정상회의 개최를 앞두고 열린이번 교육은 국제교류의 최전선에서 정상회의에 대비중인 경주시 공무원과 인근 지역 실무자들의 역량 강화를 목표로 경주시 공무원 외에도 (재)경주화백컨벤션뷰로, 경상북도문화관광공사, 부산대 등 인근 지자체, 공공기관, 대학 등에서 국제교류 담당자 50여 명이 참석했습니다.참석자들은 ▲조원득 국립외교원 외교안보연구소 교수의 국제정세의 이해와 아태지역 협력 전략, ▲이정태 경북대 정치외교학과 교수의 2025 APEC과 지역 공공외교 전략 등 강의를 통해 국제정세 현황과 공공외교에 대해 배우고 이번 APEC의 주요 의제 및 참가국에 대해 이해를 높혔습니다."
2025-08-21,제33차 한일포럼 개최,"8월 18일부터 20일까지, 한일 국교정상화 60주년을 맞아 서울에서 제33차 한일포럼이 열렸습니다. 한일포럼은 양국 정재학언론계 주요 인사들이 한자리에 모여 현안을 심도 있게 논의하는 대표적인 민간 대화 채널입니다. 올해 포럼에서는 ▲양국 정치 정세와 한일관계 ▲트럼프 2.0 시대의 동북아 정세 ▲글로벌 경제 재편과 한일 경제협력의 미래 등 폭넓은 의제가 다뤄졌으며, 청년세대의 목소리를 담은 한일주니어포럼의 제언도 공유되었습니다.  마지막 날 총괄세션에서는 한일 국교정상화 60주년, 한일관계 주요 단체의 제언이라는 주제로 심도 있는 논의를 거쳐 공동성명서를 발표했습니다. 성명서에는 향후 60년을 준비하는 구체적인 협력 방안이 담겼으며, 이는 정부 및 관련 기관에 전달돼 정책수립 및 교류에 활용될 예정입니다.                "
2025-09-02,KF 글로벌 e-스쿨 워크숍 개최,"KF는 8월 28일 글로벌 e-스쿨 출범 15주년을 기념하여 국내 시행대학 17개교와 함께 워크숍을 개최했습니다.이번 워크숍에서는 2024년 사업 성과와 우수사례 공유, 2026년 사업 지침 안내, 2027-29년 발전 방향 논의 등을 통해 지난 15년의 성과를 돌아보고 미래를 모색하는 뜻깊은 시간을 보냈습니다."
2025-09-03,호주싱가포르에서 ‘한국 문화예술 특강’ 개최,"KF는 8월 21일(목)부터 28일(목)까지 호주와 싱가포르 소재 대학에서 ‘2025 KF 한국 문화예술 특강 시리즈(KF LAB Series: Lectures on Arts and Beyond)’를 개최했습니다.  ‘KF 한국 문화예술 특강 시리즈’는 해외에서 높아진 한국 문화예술에 대한 관심을 연구 단계로 한 단계 발전시키고 차세대 전문가를 양성해 한국에 대한 이해를 지속적으로 제고하고자 KF가 기획한 신규 사업입니다. 한국 영화와 드라마를 주제로 진행된 이번 특강은 호주의 뉴사우스웨일스대학교(UNSW), 멜버른대학교, 모나시대학교 등 3개 대학교와 싱가포르의 난양공과대학교(NTU)와 협력해 개최되었습니다. 강연자로는 이상준 홍콩시티대 크리에이티브 미디어학부 교수, 신혜린 고려대 미디어학부 교수, 브라이언 예시스(Brian Yecies) 호주 울런공대 커뮤니케이션미디어학부 교수 등 한국 영화 및 대중문화, 디지털 미디어 분야 전문가들이 참여했습니다. 특강에서 이상준 교수는 ’한국 영화 르네상스‘의 토대를 이룬 주요인과 의미를, 신혜린 교수는 ’모범택시‘와 ’더 글로리‘를 중심으로 한국 드라마에서 자주 다뤄지는 ’복수‘ 서사를 사회 현상과 연결해 소개했습니다. 브라이언 예시스(Brian Yecies) 교수는 한국 영화 산업이 빠르게 성장한 배경과 장르를 자유롭게 넘나드는 현대 한국 영화의 특징을 조명했습니다.                                                                                                             "
2025-09-09,KF-세종시 2025 찾아가는 공공외교 아카데미,"KF는 세종시와 인근 충청권 국제교류 담당자들의 실무 역량을 강화하고, 지자체기관 간 협력 네트워크 기반을 마련하기 위해 2025 KF-세종시 협력 찾아가는 공공외교 아카데미를 9월 4일 세종시에서 개최했습니다. 이번 아카데미는 세종시청 협력으로 중앙부처, 지자체, 공공기관, 국책연구기관, 대학 등 17개 기관 40명의 관계자가 함께했으며, ▲유현석 경희대 정치외교학과 교수의 2025년 국제정세의 이해 및 지역 공공외교, ▲최종현 전 외교부 의전장의 국제행사 의전과 글로벌 매너 강의가 진행되었습니다.     "
2025-09-09,KF-USSC 인도태평양 안보 대화,"KF와 시드니대학교 미국연구센터(USSC)가 공동 개최한 KF-USSC 인도태평양 안보 대화에는 NATO 인도태평양 파트너국인 한국, 호주, 일본, 뉴질랜드(IP4)를 중심으로, 미국, 캐나다, 유럽의 안보 전문가들이 모였습니다.  참석자들은 전략적 안보 환경, 실질적 안보 협력, IP4 안보의 미래 전망을 주제로 역내 주요 현안에 대해 전략적 협력방안을 심도 깊게 논의하였습니다.  이번 대화는 정책 전문가, 기업 관계자 등이 함께해 다양한 시각을 공유하고 의견을 나눈 뜻깊은 자리였습니다.         "
2025-09-09,제4차 한호미래포럼과 제2차 한호유스포럼 개최,"KF는 호한재단(Australia-Korea Foundation)과 함께 8월 28일(목) 제4차 한호미래포럼을 호주 시드니에서 개최했습니다. 이번 포럼에서 참가자들은 안보, 혁신기술, 경제, 문화예술 등 주요 분야에서의 협력 방안을 심도 있게 논의했습니다. 한편 하루 전 8월 27일 열린 제2차 한호유스포럼에서 한국과 호주 청년 전문가들이 논의한 결과를 미래포럼에서 발표하며, 차세대와 기성세대가 함께 만들어가는 협력의 장을 보여주었습니다.         "
2025-09-11,‘한일2030비전그룹’  공개세미나,"한국국제교류재단(KF)과 NEAR재단은 9월 9일(화), 대한상공회의소에서 세계질서의 복합대전환과 한일 전략적 동반자 관계를 주제로 공개 세미나를 개최했습니다. 한국 측 발제자 9인이 한일 전략적 파트너십, 한미일 안보협력, 한일 경제, 과학기술 협력, 인적문화교류 심화 등을 주제로 양국이 안정된 한일관계 구축을 위한 협력 방안에 대해 논의하였습니다.    "
2025-09-15,제23차 한독포럼,"KF는 사단법인 한독협회 및 독일 독한포럼과 공동으로 9월 11일과 12일 양일 간 서울에서 제23차 한독포럼을 개최했습니다.9월 11일 열린 제23차 한독포럼 본회의에서는 한국과 독일의 주요 인사 50여 명이 참석해 한독 양국 관계 및 협력 방안에 대해 논의했습니다. 기조세션에서는 양국의 정치경제사회 현황을 점검하고, 지정학적 위기와 글로벌 도전에 대응하기 위한 가치 기반 전략적 파트너십, 그리고 경제 통상 관계 및 경제안보 협력 방안을 주제로 심도있는 논의를 진행하였습니다. 이어진 분과세션에서는 ▲AI 등 핵심신흥 기술, ▲에너지 안보, ▲인구 변화와 사회 통합을 주제로 각 분야별 세부 논의를 이어갔습니다. 9월 12일은 주요 기업 전문가들이 참여하는 AI 협력 특별세션으로, 한국과 독일의 AI 발전 현황 및 민간 협업 방안을 주제로 논의가 진행되었습니다. 같은 기간 KF와 한국독일네트워크(ADeKo), 독한포럼이 공동으로 주관하는 제13차 한독주니어포럼에서는 한국과 독일 청년 50명이 모여 노동, 디지털 전환, 인구 변화, 지정학 등을 주제로 뜨거운 토론을 펼쳤습니다.       "
2025-09-17,"한국국제교류재단-서울관광재단 업무협약 후 첫 협력전 서울의 물결, 공명의 밤 개최","한국국제교류재단과 서울관광재단이 협력한 전시 서울의 물결, 공명의 밤이 청계천 광교 다리 아래 광교갤러리에서 열리고 있습니다.이번 전시는 바다로 향하는 나무 조각의 여정을 담은 손몽주 작가(협업: 김문정, 이동재)의 신작 청계 스윙과 서울관광재단이 선보이는 수면 미디어아트 콘텐츠로 구성되어 청계천의 밤을 아름답게 수놓습니다.이 특별한 전시는 9월 8일부터 9월 21일까지 매일 저녁 6시부터 10시 사이에 만나보실 수 있습니다."
2025-09-18,2025 한의약 국내초청 정책연수,"9월 8일부터 12일까지, 카자흐스탄키르기스스탄타지키스탄 보건부 관계자 6명이 한국을 방문해 한의약 정책 연수에 참여했습니다.참가자들은 한의약 정책과 제도, 임상교육 프로그램 관련 강의를 듣고 서울한방진흥센터, 한국한의약진흥원, 한약제제생산센터(GMP센터) 등 주요 기관을 견학했으며 간담회를 통해 향후 전통의약 분야 협력 방안을 심도 있게 논의했습니다.특히, 참가자들은 강의와 현장에서 열의 있게 질문을 쏟아내며 적극적으로 참여했으며, 이번 연수는 중앙아시아와 한국 간 전통의약 협력 기반을 한층 강화하는 중요한 계기가 되었습니다.   "
2025-09-18,언론분야 8개국 유력인사 방한 초청,"KF는 9월 7일(일)부터 13(토)까지 언론 분야 유력인사 8개국(콜롬비아, 말레이시아, 세네갈, 코트디부아르, 네팔, 포르투갈, 오만, 보스니아헤르체고비나) 8명을 한국에 초청했습니다.초청 인사는 ▲안드레스 몸포테스(Andrs MOMPOTES) 콜롬비아 엘 티엠포(El Tiempo) 사장, ▲니니 유소프(Nini YUSOF) 말레이시아 미디어 프리마(Media Prima) 사장, ▲무하마두 라민 니앙(Mouhamadou Lamine NIANG) 세네갈 르 솔레이(Le Soleil) 사장, ▲세르주 올리비에 누오 압델(Serge Olivier NOUHO ABDEL) 코트디부아르 국영 언론사(SNPECI) 사장, ▲구나 러즈 루이텔(Guna Raj LUITEL) 네팔 리퍼블릭 미디어(Nepal Republic Media) 편집장, ▲베르타 마리아 페헤이라 드 프레이타스(Berta Maria FERREIRA DE FREITAS) 포르투갈 에흐테페(RTP) 편집장, ▲메이 사이드 알 아브리(Mai Said AL-ABRI) 오만 공보부 편집주간, ▲아즈라 오베로비츠(Azra OMEROVI) 보스니아헤르체고비나 주르날(Zurnal) 기자입니다.참가자들은 외교부와 한국언론진흥재단, MBC 등을 방문해 한국의 언론 현장을 직접 경험하고, 기업 및 전문가와 심층적인 교류를 이어갔습니다. 또한 DMZ를 찾아 한반도의 평화와 안보, 역사와 문화를 이해하는 시간을 가졌습니다.    "
2025-09-18,한국 미술 큐레이터 워크숍 ‘큐레이팅 코리아(Curating Korea)’ 개최,"KF는 9월 8일(월)부터 9월 12일(금)까지 서울에서 2025 한국 미술 큐레이터 워크숍 큐레이팅 코리아(Curating Korea)를 개최했습니다.31회를 맞는 이번 큐레이터 워크숍은 해외 큐레이터가 한국의 역동적인 미술 현장을 경험하고 관련 지식과 네트워크를 쌓을 수 있도록 한국 현대동시대 미술을 주제로 기획되었습니다.이번 워크숍에는 ▲영국 테이트 모던, ▲미국 휘트니미술관, ▲독일 함부르거 반호프 현대미술관, ▲프랑스 21세기 동시대 미술의 주축인 팔레 드 도쿄, ▲2026년 개관 예정인 아랍에미리트 구겐하임 아부다비, ▲미술 연구와 차세대 인재 양성의 중심인 미국 뉴욕대 미술사대학원(IFA·Institute of Fine Arts) 등 10개 해외 유수 기관 소속 현대 미술 전문가 및 큐레이터 13명이 참여했습니다.참가자들은 국립현대미술관, 리움미술관, 국제갤러리를 방문해 한국 미술 현장을 둘러보고, 김아영이불정연두 작가와 만나 작품 세계를 탐구하며 깊이 있는 교류의 시간을 가졌습니다."
2025-09-19,‘2025 중앙아 스마트 물관리 전문가 초청연수’ 개최,"KF 한-중앙아협력포럼사무국은 9월8일(월)부터 12일(금)까지 5일간 2025 중앙아 스마트 물관리 전문가 초청연수를 개최했습니다.한-중앙아협력포럼사무국과 유네스코 물 안보 국제연구교육센터(UNESCO i-WSSM)가 공동 주최하는 이번 연수에는 카자흐스탄, 키르기스스탄, 타지키스탄, 투르크메니스탄, 우즈베키스탄 등 중앙아시아 5개국의 물관리 고위급 정책결정자와 실무 전문가 총 10명이 참여했습니다.참가자들은 연수 핵심 프로그램인 한-중앙아 5개국 물관리 협력 세미나에 참석해 중앙아시아 5개국의 물관리 당면 과제와 향후 계획을 공유하고 물관리 현안 해결 및 협력 강화 방안을 논의했습니다. 그밖에 연수 기간 동안 참가자들은 한국수자원공사, 국가물산업클러스터, 충주다목적댐 등 다양한 기관을 방문하며 한국의 물관리 정책과 기술을 배우고 체험했습니다.           "
2025-09-19,‘만남은 언제나 파동으로’전 개최,"KF글로벌센터 개관 20주년을 기념하여 KF가 그간 수행해온 국제 문화외교의 활동을 상징적으로 담은 전시 만남은 언제나 파동으로를 9월 1일부터 30일까지 KF 갤러리에서 선보입니다.이번 전시는 제7회 공공외교주간 세계와의 만남, 이어지는 우리와 연계하여 개최되는 KF의 기획 전시로, 현대미술을 통해 만남과 교류의 의미를 전합니다.〈만남은 언제나 파동으로〉 전시는 김수자, 요한한, 차승언 세 작가가 선보이는 영상, 오브제, 직조 회화 등 다양한 형식과 매체의 작품으로 구성되며, 서로 다른 문화의 교차와 공존을 은유합니다."
2025-09-22,한일국교정상화 60주년 기념 KF-JF 협력 심포지엄 지속가능한 지역 발전을 위한 문화적 협력 개최,"KF는 일본국제교류기금(Japan Foundation, 이하 JF)과 함께 한일국교정상화 60주년을 기념해 KF-JF 협력 심포지엄 지속가능한 지역 발전을 위한 문화적 협력을 9월 12일(금) 명동 온드림소사이어티에서 개최했습니다.심포지엄에는 김기환 KF 이사장, 구로사와 신야 JF 이사장, 이병민 건국대 문화콘텐츠학과 교수, 민진경 홋카이도교육대학 교수, 이광준 서귀포시문화도시센터장, 박용선 춘천도시문화센터장을 비롯해 양국의 지역 문화 전문가들이 참석했습니다. 심포지엄에 참석한 양국 지역 문화 전문가들은 한국과 일본의 협력을 통해 지역문화 진흥과 지속가능한 발전의 가능성을 함께 모색했습니다.심포지엄과 더불어 한국과 일본 10개 지역의 문화사업을 소개하는 포스터 전시 공간도 마련되었습니다. 한국에서는 서귀포, 춘천, 부평, 공주, 김해, 일본에서는 신슈, 시즈오카, 요코하마, 오키나와, 나고야 지역이 함께했습니다.심포지엄 종료 후 KF와 JF는 상호협력을 위한 각서를 체결했습니다. 이를 통해 두 기관은 향후 우호적 협력 사업을 함께 구상하고 시행할 예정입니다.             "
2025-09-25,2025 KF 한-베 청년교류사업,"KF는 베트남 내무부와 공동으로 9월 14일부터 23일까지 10일간, 베트남 내무부가 선발한 청년 공무원 29명을 한국에 초청했습니다.베트남 대표단은 과학기술항공우주조선농업청년여성정책 등 다양한 분야의 현장을 직접 방문하여 한국의 발전 사례를 살펴보고, 한-베트남 간 협력 가능성을 모색했습니다.특히 지난해 방베했던 한국 청년 공무원과의 교류회도 열려, 양국 청년 리더 간 네트워크와 미래지향적 협력 기반을 더욱 공고히 했습니다.                     "
2025-10-01,문화예술분야 5개국 유력인사 방한 초청,"KF는 9월 21일(일)부터 27일(토)까지 호주, 뉴질랜드, 스페인, 타지키스탄, 우크라이나의 문화예술분야 주요 인사 5명을 한국으로 초청했습니다.초청 인사는 ▲나탈리 세이즈(Natalie SEIZ) 호주 뉴사우스웨일즈(NSW) 주립 미술관 큐레이터, ▲리차드 테일러(Richard TAYLOR) 뉴질랜드 웨타 워크숍 대표, ▲발레리오 로코 로사노(Valerio ROCCO LOZANO) 스페인 마드리드문화예술원 관장, ▲주마혼 파이잘리조다(Jumakhon FAIZALIZODA) 타지키스탄 대통령실 산하 국립도서관 관장, ▲테티아나 칼르타(Tetiana KALYTA) 우크라이나 국제문화외교연구소 총괄이사입니다.초청 인사들은 국립중앙박물관, 국립현대미술관, 서울공예박물관, 리움미술관 등 한국을 대표하는 주요 문화예술 기관을 방문해 다양한 전시와 문화유산을 직접 체험했습니다. 그리고 비무장지대(DMZ), 창덕궁 후원 등을 방문하여 한국의 역사와 현대문화를 두루 알아보고, 개별 면담 일정을 통해 향후 협력의 기반이 될 소중한 네트워크를 쌓았습니다."
2025-10-14,"KF, 체코폴란드한국 기관 협력 KF XR 갤러리 기획전 플랫폼: 보다 인간적인 개최","KF는 KF XR 갤러리 기획전 플랫폼: 보다 인간적인(Platform: Still Human)을 9월 30일(화)부터 2026년 2월 27일(금)까지 디지털 공공외교 체험 전시 공간인 KF XR갤러리(서울 중구 소재)에서 개최합니다.〈플랫폼: 보다 인간적인〉은 AI기술 시대에 여전히 인간다운 것을 다양한 실감형 작품들로 탐구합니다.이번 전시는 KF와 2022년, 2023년 양해각서를 체결한 한국예술종합학교, 카이스트(이하 KAIST)를 포함해 폴란드 문화유산부, 아담 미츠키에비츠 문화원, 주한체코문화원 등과 협력하여 첨단 디지털 기술을 활용한 작품 13점을 선보입니다.주한체코문화원 협력 작품으로 우울증을 주제로 한 ▲VR 작품 다크닝이 한국어 더빙 버전으로 최초 공개됩니다.또한 폴란드 아담 미츠키에비츠 문화원 협력으로 국립 우치영화학교 vnLab 소속 감독과 작가가 제작한▲뒤집힌 통제, 죽음에 관한 단순한 노래들, 밤들등 인간 내면과 존재에 대해 탐구한 작품 3점도 한국어 더빙과 자막을 더해 최초 전시됩니다.한국예술종합학교는 후니다 킴 작가의 햅틱 사운드 수업에서 비롯된 작품들을 선보입니다. 팀 401Hz의 음향과 파동에 의한 진동을 작업에 활용한 ▲필획파, .막, 잔-울림 그리고 세계적으로 권위 있는 미디어아트 시상식 프리 아르스 일렉트로니카에서 특별상을 수상한 작가 상희의 작품 ▲월딩도 만나볼 수 있습니다.KAIST 강이연 산업디자인학과 교수는 인류세와 기후변화 등 글로벌 담론을 주제로▲중첩, 박물관, 골디락스 등 신작 3점을 포함한 과학-예술 융합형 작품 4점을 선보입니다.이번 전시는 무료로 관람할 수 있으며, 관람객 참여형 작가와의 대화, 워크숍, 강연 등 전시 연계 행사도 진행될 예정입니다."
2025-10-17,제7회 공공외교주간 개최,"KF는 KF글로벌센터 개관 20주년을 맞아, 제7회 공공외교주간을 9월 8일(월)부터 9월 27일(토)까지 20일간 KF글로벌센터에서 진행했습니다. 세계와의 만남, 이어지는 우리를 주제로 그리스, 이탈리아, 태국, 폴란드 등 33개국 주한외국공관 및 문화원, 국제적십자위원회, 식량농업기구(FAO) 등 국제기구대학공공기관 12개 기관에서 참여했습니다.  이번 공공외교주간에는 공연, 영화, 강연, 워크숍, 동화 구연 등 60여 개의 세계문화체험 행사와 더불어 특별히 어린이, 대학생 등 대상별 프로그램도 마련되었습니다. 청년의 날(9.20)을 맞아, 9월 19일부터 3일간 공공외교 실천방안 발표회, 해외기관 인턴십 프로그램인 KF글로벌챌린저 설명회, KF글로벌펠로 라운드 테이블, 코리아중앙데일리 K-Campus와 함께하는 주한 외국인 유학생 네트워킹, 국제기구 진출 설명회 등 대학생 대상 프로그램을 집중 개최했습니다. 그리고 어린이를 위한 프로그램으로 15개국 주한대사와 대사부인이 읽어주는 동화책 낭독 행사가 진행되었습니다.  그리고 9월 13일(토)에는 아세안의날, 9월 14일(일)에는 중앙아시아의날, 9월 27일(토)에는 아프리카의날로 정해 영화, 공연 등 해당 지역 문화를 경험할 수 있는 세계 각국 지역별 문화의 날 행사도 진행되었습니다. 특히, 공공외교와 문화, 지속가능발전목표(SDGs), 과학기술 등 융복합 주제로 공공외교 토크도 개최되었습니다. 최재천 이화여대 석좌교수와 예르네이 뮐러(Jernej Muller) 주한슬로베니아대사가 참석해 지구를 잇는 꿀벌, 사람을 잇는 공공외교, 강이연 카이스트(KAIST) 교수가 창의의 경계를 넘어, 민본 서울여대 교수가 KF XR갤러리에서 진행중인 한글 관련 전시 공명하는 문자 연계 강연을 진행했습니다.  제7회 공공외교주간은 우리 국민과 국제사회의 교류의 기회가 되었습니다. KF글로벌센터는 앞으로도 한국과 세계를 잇는 교류의 장을 제공하기 위해 지속 노력할 예정입니다.                              "
2025-10-22,"KF 한일대학생교류사업, 일본 대학생 방한 초청","KF는 한일대학생교류사업으로 일본 대학생 대표단 28명을 10월 10일(금)부터 18일(토)까지 방한 초청했습니다. 메이지대, 교토대, 호세이대, 츄오대 등 일본 유수 대학 재학생으로 구성된 대표단은 외교부, 주한일본대사관 공보문화원을 방문해 양국 외교관계 현황과 향후 상호 협력 가능 분야에 대해 청취하고, 고려대학교 글로벌일본연구원을 방문해 재학생들과 교류 시간도 가졌습니다.특히 이번 방한 프로그램에는 조선통신사 역사관과 고(故) 이수현씨 묘지 방문 일정이 있었습니다. 이 외에도 홈스테이 체험을 포함해 대한민국역사박물관, 창경궁, 동대문디자인플라자(DDP), 현대모터스튜디오 부산 등 한국 역사와 문화, 첨단기술을 체험할 수 있는 다양한 장소에 방문해 한국에 대한 이해도를 높였습니다.                    "
2025-10-29,한일국교정상화 60주년 기념 한일 문화인 대담 개최,"KF 도쿄사무소와 JF 서울문화센터가 공동 주최한 〈한일 문화인 대담〉이 한일국교정상화 60주년을 맞아 9월 24일 도쿄 시부야에서 열렸습니다.문화를 통해 연결되는 사람들을 주제로 만화 평론가 박인하 이사장, 플랫폼 넘버나인 코로쿠 타쿠야 대표, 그리고 《영상연구회에는 손대지 마라!》의 오오와라 스미토 작가가 함께 국경을 넘어선 창작의 가능성에 대해 깊이 있는 이야기를 나눴습니다."
2025-10-30,제13회 중앙아시아 한국학 학술대회 개최,"IT 시대 신실크로드의 한국학을 주제로 한 제13회 중앙아시아 한국학 학술대회가 6월 27일부터 28일까지 키르기스스탄 비슈케크에서 개최되었습니다. 중앙아시아 한국학교수협의회가 주최하고 KF가 후원한 이번 학술대회에는 카자흐스탄, 키르기스스탄, 우즈베키스탄, 아제르바이잔, 조지아, 튀르키예, 한국 7개국에서 온 연구자 170여 명이 참가해 총 50여 편의 한국학 관련 연구를 발표했습니다. AI 기반 한국어 교육, 디지털 외교, 한국-중앙아 문화 교류 등 IT 시대 속 한국학의 다채로운 연구 성과를 공유한 뜻깊은 자리였습니다.       "
2025-10-31,인디애나대 한국학연구소 10주년 컨퍼런스,"KF 한미미래센터는 10월 24일, 인디애나대학교 한국학연구소의 10주년 기념 컨퍼런스  Women Talk Korea 를 지원했습니다. 이번 컨퍼런스에서는 북미지역에서 활약 중인 여성 한국학자들이 한자리에 모여, 한국의 문화적 기억과 정체성, 학문과 사회적 실천, 그리고 미국 학계에서의 경험을 주제로 깊이 있는 대화를 나누었습니다.  "
2025-11-05,"베트남 르엉 끄엉 국가주석, KF아세안문화원 방문","2025년 APEC 정상회의 경주 개최를 계기로, 르엉 끄엉 베트남 사회주의 공화국 국가주석이 부산을 첫 방문하여 11월 1일 오후 3시  KF아세안문화원(ACH)을 찾았습니다. 르엉 끄엉 주석은 KF이사장 및 부산시장과 면담을 통해 양국 간 문화인적 교류 확대 방안을 논의하고, 감사의 뜻으로 베트남 고대 청동기 문화인 동선 문화 관련 도서를 기증했습니다.  이번 방문을 계기로 KF아세안문화원은 베트남민족학박물관과 업무협약(MOU)을 체결하고, 첫 협력사업으로 특별전 베트남 전통 민속놀이: 연결을 오는 12월 1일까지 선보입니다.          "
